	img_name	gender	smiling
918	918.jpg	-1	1
919	919.jpg	-1	-1
920	920.jpg	-1	-1
921	921.jpg	-1	1
922	922.jpg	1	-1
923	923.jpg	-1	1
924	924.jpg	-1	-1
925	925.jpg	1	-1
926	926.jpg	-1	1
927	927.jpg	1	-1
928	928.jpg	-1	1
929	929.jpg	1	1
930	930.jpg	1	1
931	931.jpg	-1	-1
932	932.jpg	1	-1
933	933.jpg	-1	-1
934	934.jpg	1	1
935	935.jpg	-1	1
936	936.jpg	-1	1
937	937.jpg	1	-1
938	938.jpg	-1	-1
939	939.jpg	-1	1
940	940.jpg	-1	-1
941	941.jpg	-1	1
942	942.jpg	-1	1
943	943.jpg	1	1
944	944.jpg	-1	-1
945	945.jpg	1	1
946	946.jpg	-1	1
947	947.jpg	-1	1
948	948.jpg	-1	-1
949	949.jpg	-1	-1
950	950.jpg	1	1
951	951.jpg	-1	1
952	952.jpg	1	-1
953	953.jpg	1	1
954	954.jpg	-1	1
955	955.jpg	-1	1
956	956.jpg	1	-1
957	957.jpg	1	-1
958	958.jpg	1	1
959	959.jpg	1	1
960	960.jpg	-1	1
961	961.jpg	1	-1
962	962.jpg	-1	1
963	963.jpg	1	-1
964	964.jpg	-1	-1
965	965.jpg	1	1
966	966.jpg	-1	1
967	967.jpg	-1	1
968	968.jpg	1	-1
969	969.jpg	-1	1
970	970.jpg	1	1
971	971.jpg	1	1
972	972.jpg	1	1
973	973.jpg	-1	1
974	974.jpg	1	-1
975	975.jpg	-1	-1
976	976.jpg	1	-1
977	977.jpg	1	-1
978	978.jpg	1	-1
979	979.jpg	-1	-1
980	980.jpg	-1	1
981	981.jpg	-1	1
982	982.jpg	1	-1
983	983.jpg	-1	1
984	984.jpg	-1	-1
985	985.jpg	-1	1
986	986.jpg	1	-1
987	987.jpg	-1	1
988	988.jpg	-1	-1
989	989.jpg	1	-1
990	990.jpg	-1	1
991	991.jpg	1	-1
992	992.jpg	1	1
993	993.jpg	1	-1
994	994.jpg	-1	-1
995	995.jpg	-1	1
996	996.jpg	-1	-1
997	997.jpg	-1	-1
998	998.jpg	1	-1
999	999.jpg	-1	1
1000	1000.jpg	-1	1
1001	1001.jpg	-1	1
1002	1002.jpg	-1	-1
1003	1003.jpg	-1	1
1004	1004.jpg	-1	-1
1005	1005.jpg	1	1
1006	1006.jpg	-1	1
1007	1007.jpg	1	-1
1008	1008.jpg	-1	1
1009	1009.jpg	-1	1
1010	1010.jpg	-1	1
1011	1011.jpg	-1	-1
1012	1012.jpg	-1	1
1013	1013.jpg	-1	1
1014	1014.jpg	-1	1
1015	1015.jpg	-1	1
1016	1016.jpg	-1	-1
1017	1017.jpg	-1	-1
1018	1018.jpg	-1	1
1019	1019.jpg	1	1
1020	1020.jpg	-1	-1
1021	1021.jpg	1	-1
1022	1022.jpg	-1	1
1023	1023.jpg	-1	-1
1024	1024.jpg	-1	1
1025	1025.jpg	-1	1
1026	1026.jpg	1	-1
1027	1027.jpg	-1	-1
1028	1028.jpg	-1	1
1029	1029.jpg	1	-1
1030	1030.jpg	-1	1
1031	1031.jpg	1	-1
1032	1032.jpg	1	1
1033	1033.jpg	-1	1
1034	1034.jpg	1	-1
1035	1035.jpg	1	-1
1036	1036.jpg	-1	-1
1037	1037.jpg	1	-1
1038	1038.jpg	-1	1
1039	1039.jpg	-1	1
1040	1040.jpg	-1	-1
1041	1041.jpg	-1	-1
1042	1042.jpg	-1	-1
1043	1043.jpg	1	-1
1044	1044.jpg	-1	1
1045	1045.jpg	-1	-1
1046	1046.jpg	1	-1
1047	1047.jpg	1	1
1048	1048.jpg	-1	1
1049	1049.jpg	-1	1
1050	1050.jpg	1	-1
1051	1051.jpg	1	-1
1052	1052.jpg	1	-1
1053	1053.jpg	-1	-1
1054	1054.jpg	1	-1
1055	1055.jpg	-1	1
1056	1056.jpg	1	-1
1057	1057.jpg	-1	1
1058	1058.jpg	1	1
1059	1059.jpg	-1	1
1060	1060.jpg	-1	1
1061	1061.jpg	-1	1
1062	1062.jpg	1	1
1063	1063.jpg	-1	-1
1064	1064.jpg	1	1
1065	1065.jpg	1	-1
1066	1066.jpg	-1	1
1067	1067.jpg	-1	-1
1068	1068.jpg	-1	1
1069	1069.jpg	-1	-1
1070	1070.jpg	-1	-1
1071	1071.jpg	1	1
1072	1072.jpg	-1	1
1073	1073.jpg	1	-1
1074	1074.jpg	-1	-1
1075	1075.jpg	-1	1
1076	1076.jpg	-1	-1
1077	1077.jpg	-1	-1
1078	1078.jpg	1	-1
1079	1079.jpg	-1	-1
1080	1080.jpg	-1	-1
1081	1081.jpg	-1	-1
1082	1082.jpg	-1	1
1083	1083.jpg	-1	-1
1084	1084.jpg	-1	1
1085	1085.jpg	-1	1
1086	1086.jpg	-1	-1
1087	1087.jpg	-1	1
1088	1088.jpg	1	1
1089	1089.jpg	-1	-1
1090	1090.jpg	-1	-1
1091	1091.jpg	1	-1
1092	1092.jpg	-1	1
1093	1093.jpg	1	1
1094	1094.jpg	1	-1
1095	1095.jpg	1	-1
1096	1096.jpg	-1	1
1097	1097.jpg	-1	1
1098	1098.jpg	1	1
1099	1099.jpg	1	-1
1100	1100.jpg	1	-1
1101	1101.jpg	-1	-1
1102	1102.jpg	-1	1
1103	1103.jpg	1	-1
1104	1104.jpg	1	-1
1105	1105.jpg	1	1
1106	1106.jpg	-1	-1
1107	1107.jpg	-1	1
1108	1108.jpg	1	-1
1109	1109.jpg	-1	-1
1110	1110.jpg	-1	-1
1111	1111.jpg	-1	-1
1112	1112.jpg	-1	-1
1113	1113.jpg	-1	1
1114	1114.jpg	-1	-1
1115	1115.jpg	-1	-1
1116	1116.jpg	1	-1
1117	1117.jpg	-1	-1
1118	1118.jpg	-1	1
1119	1119.jpg	1	-1
1120	1120.jpg	-1	-1
1121	1121.jpg	-1	-1
1122	1122.jpg	1	-1
1123	1123.jpg	-1	-1
1124	1124.jpg	-1	1
1125	1125.jpg	-1	-1
1126	1126.jpg	1	1
1127	1127.jpg	-1	1
1128	1128.jpg	-1	-1
1129	1129.jpg	-1	-1
1130	1130.jpg	-1	1
1131	1131.jpg	-1	-1
1132	1132.jpg	-1	-1
1133	1133.jpg	-1	-1
1134	1134.jpg	-1	1
1135	1135.jpg	1	-1
1136	1136.jpg	1	1
1137	1137.jpg	-1	-1
1138	1138.jpg	1	-1
1139	1139.jpg	1	-1
1140	1140.jpg	-1	-1
1141	1141.jpg	-1	-1
1142	1142.jpg	1	-1
1143	1143.jpg	-1	-1
1144	1144.jpg	-1	1
1145	1145.jpg	-1	-1
1146	1146.jpg	1	1
1147	1147.jpg	-1	1
1148	1148.jpg	1	1
1149	1149.jpg	-1	1
1150	1150.jpg	-1	-1
1151	1151.jpg	-1	1
1152	1152.jpg	-1	1
1153	1153.jpg	-1	-1
1154	1154.jpg	-1	-1
1155	1155.jpg	-1	1
1156	1156.jpg	-1	-1
1157	1157.jpg	-1	1
1158	1158.jpg	-1	-1
1159	1159.jpg	1	-1
1160	1160.jpg	1	1
1161	1161.jpg	1	-1
1162	1162.jpg	1	1
1163	1163.jpg	1	-1
1164	1164.jpg	-1	-1
1165	1165.jpg	1	-1
1166	1166.jpg	-1	1
1167	1167.jpg	1	1
1168	1168.jpg	1	-1
1169	1169.jpg	1	-1
1170	1170.jpg	1	-1
1171	1171.jpg	-1	-1
1172	1172.jpg	1	1
1173	1173.jpg	-1	1
1174	1174.jpg	-1	1
1175	1175.jpg	-1	1
1176	1176.jpg	1	1
1177	1177.jpg	-1	-1
1178	1178.jpg	-1	1
1179	1179.jpg	1	-1
1180	1180.jpg	-1	-1
1181	1181.jpg	1	-1
1182	1182.jpg	-1	-1
1183	1183.jpg	-1	-1
1184	1184.jpg	1	-1
1185	1185.jpg	-1	1
1186	1186.jpg	1	1
1187	1187.jpg	-1	-1
1188	1188.jpg	1	-1
1189	1189.jpg	1	-1
1190	1190.jpg	-1	1
1191	1191.jpg	1	-1
1192	1192.jpg	1	1
1193	1193.jpg	-1	-1
1194	1194.jpg	-1	-1
1195	1195.jpg	1	1
1196	1196.jpg	1	-1
1197	1197.jpg	-1	1
1198	1198.jpg	1	-1
1199	1199.jpg	-1	1
1200	1200.jpg	1	-1
1201	1201.jpg	-1	1
1202	1202.jpg	-1	1
1203	1203.jpg	1	1
1204	1204.jpg	-1	1
1205	1205.jpg	1	1
1206	1206.jpg	1	1
1207	1207.jpg	1	-1
1208	1208.jpg	1	-1
1209	1209.jpg	1	-1
1210	1210.jpg	-1	-1
1211	1211.jpg	-1	1
1212	1212.jpg	1	-1
1213	1213.jpg	-1	1
1214	1214.jpg	1	1
1215	1215.jpg	1	-1
1216	1216.jpg	1	1
1217	1217.jpg	-1	-1
1218	1218.jpg	-1	-1
1219	1219.jpg	1	-1
1220	1220.jpg	-1	1
1221	1221.jpg	1	-1
1222	1222.jpg	-1	-1
1223	1223.jpg	1	1
1224	1224.jpg	1	-1
1225	1225.jpg	-1	1
1226	1226.jpg	-1	-1
1227	1227.jpg	1	1
1228	1228.jpg	1	1
1229	1229.jpg	1	1
1230	1230.jpg	1	-1
1231	1231.jpg	-1	1
1232	1232.jpg	-1	-1
1233	1233.jpg	-1	1
1234	1234.jpg	-1	1
1235	1235.jpg	-1	1
1236	1236.jpg	1	1
1237	1237.jpg	-1	-1
1238	1238.jpg	1	1
1239	1239.jpg	1	-1
1240	1240.jpg	1	-1
1241	1241.jpg	1	-1
1242	1242.jpg	1	-1
1243	1243.jpg	-1	1
1244	1244.jpg	1	-1
1245	1245.jpg	-1	-1
1246	1246.jpg	1	1
1247	1247.jpg	-1	1
1248	1248.jpg	-1	1
1249	1249.jpg	1	-1
1250	1250.jpg	-1	-1
1251	1251.jpg	1	-1
1252	1252.jpg	1	1
1253	1253.jpg	-1	1
1254	1254.jpg	-1	-1
1255	1255.jpg	1	-1
1256	1256.jpg	1	1
1257	1257.jpg	1	1
1258	1258.jpg	1	-1
1259	1259.jpg	1	1
1260	1260.jpg	-1	1
1261	1261.jpg	-1	-1
1262	1262.jpg	1	-1
1263	1263.jpg	1	-1
1264	1264.jpg	-1	-1
1265	1265.jpg	1	1
1266	1266.jpg	-1	-1
1267	1267.jpg	-1	1
1268	1268.jpg	-1	-1
1269	1269.jpg	1	-1
1270	1270.jpg	-1	1
1271	1271.jpg	1	-1
1272	1272.jpg	1	-1
1273	1273.jpg	-1	-1
1274	1274.jpg	1	-1
1275	1275.jpg	1	-1
1276	1276.jpg	-1	-1
1277	1277.jpg	-1	1
1278	1278.jpg	1	-1
1279	1279.jpg	-1	1
1280	1280.jpg	1	1
1281	1281.jpg	-1	1
1282	1282.jpg	1	-1
1283	1283.jpg	-1	1
1284	1284.jpg	-1	-1
1285	1285.jpg	1	-1
1286	1286.jpg	-1	1
1287	1287.jpg	1	1
1288	1288.jpg	-1	-1
1289	1289.jpg	1	-1
1290	1290.jpg	1	1
1291	1291.jpg	-1	-1
1292	1292.jpg	-1	1
1293	1293.jpg	-1	1
1294	1294.jpg	-1	1
1295	1295.jpg	-1	1
1296	1296.jpg	-1	-1
1297	1297.jpg	-1	-1
1298	1298.jpg	1	-1
1299	1299.jpg	-1	1
1300	1300.jpg	-1	1
1301	1301.jpg	1	-1
1302	1302.jpg	-1	-1
1303	1303.jpg	-1	1
1304	1304.jpg	-1	-1
1305	1305.jpg	-1	-1
1306	1306.jpg	-1	-1
1307	1307.jpg	1	1
1308	1308.jpg	1	1
1309	1309.jpg	1	1
1310	1310.jpg	-1	-1
1311	1311.jpg	-1	1
1312	1312.jpg	-1	1
1313	1313.jpg	1	1
1314	1314.jpg	-1	1
1315	1315.jpg	1	1
1316	1316.jpg	-1	-1
1317	1317.jpg	-1	1
1318	1318.jpg	-1	1
1319	1319.jpg	-1	-1
1320	1320.jpg	-1	1
1321	1321.jpg	1	-1
1322	1322.jpg	-1	1
1323	1323.jpg	1	-1
1324	1324.jpg	1	-1
1325	1325.jpg	-1	-1
1326	1326.jpg	1	-1
1327	1327.jpg	-1	-1
1328	1328.jpg	-1	1
1329	1329.jpg	-1	-1
1330	1330.jpg	-1	1
1331	1331.jpg	-1	-1
1332	1332.jpg	-1	-1
1333	1333.jpg	-1	-1
1334	1334.jpg	1	-1
1335	1335.jpg	-1	-1
1336	1336.jpg	1	1
1337	1337.jpg	1	-1
1338	1338.jpg	1	-1
1339	1339.jpg	1	-1
1340	1340.jpg	-1	-1
1341	1341.jpg	1	1
1342	1342.jpg	1	-1
1343	1343.jpg	-1	-1
1344	1344.jpg	1	1
1345	1345.jpg	-1	-1
1346	1346.jpg	-1	1
1347	1347.jpg	-1	1
1348	1348.jpg	-1	1
1349	1349.jpg	-1	-1
1350	1350.jpg	1	1
1351	1351.jpg	1	-1
1352	1352.jpg	-1	-1
1353	1353.jpg	1	-1
1354	1354.jpg	-1	-1
1355	1355.jpg	1	-1
1356	1356.jpg	1	1
1357	1357.jpg	1	-1
1358	1358.jpg	-1	1
1359	1359.jpg	-1	1
1360	1360.jpg	-1	1
1361	1361.jpg	-1	1
1362	1362.jpg	-1	-1
1363	1363.jpg	-1	-1
1364	1364.jpg	-1	-1
1365	1365.jpg	-1	-1
1366	1366.jpg	-1	1
1367	1367.jpg	1	-1
1368	1368.jpg	1	1
1369	1369.jpg	1	1
1370	1370.jpg	-1	-1
1371	1371.jpg	1	1
1372	1372.jpg	-1	1
1373	1373.jpg	-1	-1
1374	1374.jpg	-1	1
1375	1375.jpg	-1	1
1376	1376.jpg	-1	-1
1377	1377.jpg	-1	-1
1378	1378.jpg	-1	-1
1379	1379.jpg	-1	1
1380	1380.jpg	1	-1
1381	1381.jpg	-1	-1
1382	1382.jpg	1	1
1383	1383.jpg	-1	-1
1384	1384.jpg	-1	-1
1385	1385.jpg	1	1
1386	1386.jpg	-1	-1
1387	1387.jpg	1	-1
1388	1388.jpg	-1	1
1389	1389.jpg	-1	1
1390	1390.jpg	-1	1
1391	1391.jpg	-1	1
1392	1392.jpg	1	1
1393	1393.jpg	1	1
1394	1394.jpg	-1	-1
1395	1395.jpg	1	-1
1396	1396.jpg	-1	-1
1397	1397.jpg	1	1
1398	1398.jpg	1	1
1399	1399.jpg	1	-1
1400	1400.jpg	1	-1
1401	1401.jpg	-1	1
1402	1402.jpg	-1	-1
1403	1403.jpg	-1	-1
1404	1404.jpg	-1	1
1405	1405.jpg	-1	-1
1406	1406.jpg	-1	1
1407	1407.jpg	1	1
1408	1408.jpg	-1	1
1409	1409.jpg	-1	-1
1410	1410.jpg	-1	1
1411	1411.jpg	-1	-1
1412	1412.jpg	1	-1
1413	1413.jpg	1	-1
1414	1414.jpg	-1	-1
1415	1415.jpg	-1	-1
1416	1416.jpg	1	1
1417	1417.jpg	1	-1
1418	1418.jpg	-1	1
1419	1419.jpg	1	1
1420	1420.jpg	-1	-1
1421	1421.jpg	-1	1
1422	1422.jpg	1	1
1423	1423.jpg	1	1
1424	1424.jpg	-1	1
1425	1425.jpg	-1	-1
1426	1426.jpg	1	-1
1427	1427.jpg	-1	-1
1428	1428.jpg	-1	-1
1429	1429.jpg	-1	-1
1430	1430.jpg	-1	-1
1431	1431.jpg	1	1
1432	1432.jpg	-1	1
1433	1433.jpg	-1	1
1434	1434.jpg	1	1
1435	1435.jpg	-1	-1
1436	1436.jpg	-1	-1
1437	1437.jpg	-1	-1
1438	1438.jpg	1	-1
1439	1439.jpg	1	-1
1440	1440.jpg	1	-1
1441	1441.jpg	-1	-1
1442	1442.jpg	-1	-1
1443	1443.jpg	1	-1
1444	1444.jpg	1	-1
1445	1445.jpg	-1	-1
1446	1446.jpg	-1	-1
1447	1447.jpg	-1	-1
1448	1448.jpg	-1	1
1449	1449.jpg	1	1
1450	1450.jpg	1	1
1451	1451.jpg	1	-1
1452	1452.jpg	1	1
1453	1453.jpg	-1	-1
1454	1454.jpg	-1	1
1455	1455.jpg	1	-1
1456	1456.jpg	1	-1
1457	1457.jpg	1	-1
1458	1458.jpg	-1	-1
1459	1459.jpg	-1	1
1460	1460.jpg	-1	1
1461	1461.jpg	-1	1
1462	1462.jpg	1	1
1463	1463.jpg	1	-1
1464	1464.jpg	-1	1
1465	1465.jpg	-1	-1
1466	1466.jpg	1	1
1467	1467.jpg	1	-1
1468	1468.jpg	-1	-1
1469	1469.jpg	1	1
1470	1470.jpg	1	-1
1471	1471.jpg	-1	-1
1472	1472.jpg	-1	-1
1473	1473.jpg	1	-1
1474	1474.jpg	-1	1
1475	1475.jpg	1	1
1476	1476.jpg	1	1
1477	1477.jpg	-1	-1
1478	1478.jpg	-1	1
1479	1479.jpg	-1	1
1480	1480.jpg	-1	1
1481	1481.jpg	-1	-1
1482	1482.jpg	1	-1
1483	1483.jpg	-1	-1
1484	1484.jpg	1	1
1485	1485.jpg	-1	-1
1486	1486.jpg	-1	-1
1487	1487.jpg	-1	1
1488	1488.jpg	1	-1
1489	1489.jpg	1	1
1490	1490.jpg	-1	1
1491	1491.jpg	-1	1
1492	1492.jpg	-1	1
1493	1493.jpg	-1	-1
1494	1494.jpg	-1	-1
1495	1495.jpg	-1	-1
1496	1496.jpg	-1	1
1497	1497.jpg	-1	1
1498	1498.jpg	-1	-1
1499	1499.jpg	-1	1
1500	1500.jpg	1	1
1501	1501.jpg	-1	1
1502	1502.jpg	-1	1
1503	1503.jpg	-1	1
1504	1504.jpg	-1	-1
1505	1505.jpg	1	1
1506	1506.jpg	-1	-1
1507	1507.jpg	-1	-1
1508	1508.jpg	-1	1
1509	1509.jpg	-1	-1
1510	1510.jpg	-1	-1
1511	1511.jpg	-1	-1
1512	1512.jpg	1	1
1513	1513.jpg	1	-1
1514	1514.jpg	1	-1
1515	1515.jpg	-1	1
1516	1516.jpg	1	1
1517	1517.jpg	-1	1
1518	1518.jpg	1	-1
1519	1519.jpg	-1	-1
1520	1520.jpg	-1	1
1521	1521.jpg	-1	1
1522	1522.jpg	-1	-1
1523	1523.jpg	1	-1
1524	1524.jpg	-1	1
1525	1525.jpg	1	1
1526	1526.jpg	1	-1
1527	1527.jpg	1	-1
1528	1528.jpg	1	-1
1529	1529.jpg	1	-1
1530	1530.jpg	1	1
1531	1531.jpg	-1	1
1532	1532.jpg	1	-1
1533	1533.jpg	1	-1
1534	1534.jpg	-1	1
1535	1535.jpg	-1	1
1536	1536.jpg	-1	1
1537	1537.jpg	1	-1
1538	1538.jpg	1	-1
1539	1539.jpg	1	-1
1540	1540.jpg	1	-1
1541	1541.jpg	-1	-1
1542	1542.jpg	1	1
1543	1543.jpg	-1	1
1544	1544.jpg	1	-1
1545	1545.jpg	-1	-1
1546	1546.jpg	1	-1
1547	1547.jpg	-1	1
1548	1548.jpg	-1	1
1549	1549.jpg	1	1
1550	1550.jpg	-1	-1
1551	1551.jpg	-1	1
1552	1552.jpg	-1	-1
1553	1553.jpg	1	-1
1554	1554.jpg	1	-1
1555	1555.jpg	1	1
1556	1556.jpg	1	1
1557	1557.jpg	1	1
1558	1558.jpg	-1	1
1559	1559.jpg	-1	1
1560	1560.jpg	-1	1
1561	1561.jpg	1	-1
1562	1562.jpg	1	1
1563	1563.jpg	-1	1
1564	1564.jpg	1	-1
1565	1565.jpg	-1	1
1566	1566.jpg	-1	1
1567	1567.jpg	-1	1
1568	1568.jpg	-1	-1
1569	1569.jpg	-1	1
1570	1570.jpg	1	-1
1571	1571.jpg	-1	-1
1572	1572.jpg	1	1
1573	1573.jpg	-1	1
1574	1574.jpg	-1	1
1575	1575.jpg	-1	1
1576	1576.jpg	1	1
1577	1577.jpg	1	-1
1578	1578.jpg	-1	-1
1579	1579.jpg	1	1
1580	1580.jpg	1	-1
1581	1581.jpg	1	-1
1582	1582.jpg	1	-1
1583	1583.jpg	-1	-1
1584	1584.jpg	-1	-1
1585	1585.jpg	1	-1
1586	1586.jpg	-1	-1
1587	1587.jpg	1	1
1588	1588.jpg	1	1
1589	1589.jpg	-1	-1
1590	1590.jpg	1	-1
1591	1591.jpg	-1	-1
1592	1592.jpg	-1	1
1593	1593.jpg	-1	-1
1594	1594.jpg	-1	1
1595	1595.jpg	1	-1
1596	1596.jpg	-1	-1
1597	1597.jpg	1	1
1598	1598.jpg	1	-1
1599	1599.jpg	-1	1
1600	1600.jpg	1	-1
1601	1601.jpg	-1	-1
1602	1602.jpg	-1	-1
1603	1603.jpg	-1	-1
1604	1604.jpg	1	1
1605	1605.jpg	1	-1
1606	1606.jpg	-1	1
1607	1607.jpg	-1	1
1608	1608.jpg	-1	-1
1609	1609.jpg	-1	-1
1610	1610.jpg	1	1
1611	1611.jpg	-1	1
1612	1612.jpg	1	-1
1613	1613.jpg	-1	1
1614	1614.jpg	1	1
1615	1615.jpg	1	-1
1616	1616.jpg	1	1
1617	1617.jpg	-1	-1
1618	1618.jpg	-1	1
1619	1619.jpg	-1	1
1620	1620.jpg	-1	1
1621	1621.jpg	-1	-1
1622	1622.jpg	1	-1
1623	1623.jpg	-1	1
1624	1624.jpg	1	1
1625	1625.jpg	-1	-1
1626	1626.jpg	1	-1
1627	1627.jpg	-1	1
1628	1628.jpg	-1	-1
1629	1629.jpg	1	-1
1630	1630.jpg	-1	-1
1631	1631.jpg	1	-1
1632	1632.jpg	1	-1
1633	1633.jpg	1	1
1634	1634.jpg	-1	1
1635	1635.jpg	1	1
1636	1636.jpg	-1	1
1637	1637.jpg	-1	-1
1638	1638.jpg	-1	1
1639	1639.jpg	1	-1
1640	1640.jpg	-1	1
1641	1641.jpg	-1	-1
1642	1642.jpg	-1	-1
1643	1643.jpg	-1	1
1644	1644.jpg	-1	-1
1645	1645.jpg	1	-1
1646	1646.jpg	-1	-1
1647	1647.jpg	-1	-1
1648	1648.jpg	-1	1
1649	1649.jpg	-1	-1
1650	1650.jpg	-1	-1
1651	1651.jpg	1	-1
1652	1652.jpg	-1	-1
1653	1653.jpg	1	-1
1654	1654.jpg	1	1
1655	1655.jpg	1	1
1656	1656.jpg	1	-1
1657	1657.jpg	-1	1
1658	1658.jpg	1	1
1659	1659.jpg	-1	1
1660	1660.jpg	1	-1
1661	1661.jpg	-1	-1
1662	1662.jpg	-1	1
1663	1663.jpg	-1	-1
1664	1664.jpg	-1	1
1665	1665.jpg	1	1
1666	1666.jpg	-1	1
1667	1667.jpg	-1	1
1668	1668.jpg	1	-1
1669	1669.jpg	-1	-1
1670	1670.jpg	-1	1
1671	1671.jpg	-1	1
1672	1672.jpg	-1	1
1673	1673.jpg	-1	-1
1674	1674.jpg	-1	-1
1675	1675.jpg	-1	1
1676	1676.jpg	1	-1
1677	1677.jpg	1	-1
1678	1678.jpg	1	-1
1679	1679.jpg	-1	-1
1680	1680.jpg	-1	-1
1681	1681.jpg	-1	1
1682	1682.jpg	-1	1
1683	1683.jpg	1	1
1684	1684.jpg	-1	-1
1685	1685.jpg	-1	-1
1686	1686.jpg	-1	-1
1687	1687.jpg	-1	-1
1688	1688.jpg	1	-1
1689	1689.jpg	1	1
1690	1690.jpg	-1	-1
1691	1691.jpg	1	-1
1692	1692.jpg	1	-1
1693	1693.jpg	-1	1
1694	1694.jpg	-1	-1
1695	1695.jpg	-1	1
1696	1696.jpg	-1	1
1697	1697.jpg	-1	1
1698	1698.jpg	1	-1
1699	1699.jpg	-1	1
1700	1700.jpg	1	-1
1701	1701.jpg	-1	-1
1702	1702.jpg	1	-1
1703	1703.jpg	-1	-1
1704	1704.jpg	-1	-1
1705	1705.jpg	1	1
1706	1706.jpg	-1	1
1707	1707.jpg	-1	1
1708	1708.jpg	-1	1
1709	1709.jpg	-1	1
1710	1710.jpg	1	-1
1711	1711.jpg	1	-1
1712	1712.jpg	-1	-1
1713	1713.jpg	-1	1
1714	1714.jpg	1	1
1715	1715.jpg	1	-1
1716	1716.jpg	1	-1
1717	1717.jpg	-1	-1
1718	1718.jpg	-1	1
1719	1719.jpg	-1	1
1720	1720.jpg	1	1
1721	1721.jpg	1	-1
1722	1722.jpg	1	-1
1723	1723.jpg	-1	1
1724	1724.jpg	-1	1
1725	1725.jpg	-1	1
1726	1726.jpg	-1	1
1727	1727.jpg	1	-1
1728	1728.jpg	1	-1
1729	1729.jpg	1	1
1730	1730.jpg	-1	-1
1731	1731.jpg	-1	1
1732	1732.jpg	-1	-1
1733	1733.jpg	-1	-1
1734	1734.jpg	1	-1
